CONTEST_ID	CONTEST_ORDER	CANDIDATE_ORDER	TOTAL	CANDIDATE_PARTY_ID	CANDIDATE_ID	VOTE_FOR	CONTEST_TYPE	CANDIDATE_TYPE	TOTAL_PRECINCTS	PROCESSED_DONE	PROCESSED_STARTED	IS_WRITEIN_CANDIDATE	CONTEST_FULL_NAME	CANDIDATE_FULL_NAME	CONTEST_TOTAL	undervote	overvote	IS_WINNER	cf_cand_class	IS_PRECINCT_LEVEL	PRECINCT_NAME
121	115	4	5489	0	613	3	0	0	17	17	17	0	CREIGHTON ESD #14 GOV BRD - 4 YR (vote for 3)	 - MCSHEFFREY, AMY H.	24672	31890	192	1	winner	0	
121	115	5	5819	0	614	3	0	0	17	17	17	0	CREIGHTON ESD #14 GOV BRD - 4 YR (vote for 3)	 - SEXTON-RUIZ, ANNETTE M.	24672	31890	192	1	winner	0	
121	115	6	123	0	174	3	0	3	17	17	17	1	CREIGHTON ESD #14 GOV BRD - 4 YR (vote for 3)	Write-In Candidate	24672	31890	192	0	candidate	0	
122	116	1	8082	0	177	1	4	4	17	17	17	0	CREIGHTON ESD #14 QUESTION	 - BOND APPROVAL, YES	14419	4484	15	1	winner	0	
122	116	2	6337	0	178	1	4	4	17	17	17	0	CREIGHTON ESD #14 QUESTION	 - BOND APPROVAL, NO	14419	4484	15	0	candidate	0	
123	117	1	2230	0	740	1	4	4	5	5	5	0	TOLLESON ESD #17 QUESTION	 - YES	3358	495	1	1	winner	0	
123	117	2	1128	0	741	1	4	4	5	5	5	0	TOLLESON ESD #17 QUESTION	 - NO	3358	495	1	0	candidate	0	
124	118	1	707	0	181	1	4	4	4	4	4	0	MURPHY ESD #21 QUESTION	 - BOND APPROVAL, YES	1156	165	2	1	winner	0	
124	118	2	449	0	182	1	4	4	4	4	4	0	MURPHY ESD #21 QUESTION	 - BOND APPROVAL, NO	1156	165	2	0	candidate	0	
125	119	1	221	0	183	1	4	4	4	4	4	0	GILA BEND USD #24 QUESTION	 - BOND APPROVAL, YES	538	29	3	0	candidate	0	
125	119	2	317	0	184	1	4	4	4	4	4	0	GILA BEND USD #24 QUESTION	 - BOND APPROVAL, NO	538	29	3	1	winner	0	
126	120	1	6287	0	750	1	4	4	12	12	12	0	LIBERTY ESD #25 QUESTION	 - YES	10714	1399	14	1	winner	0	
126	120	2	4427	0	751	1	4	4	12	12	12	0	LIBERTY ESD #25 QUESTION	 - NO	10714	1399	14	0	candidate	0	
127	121	1	31987	0	615	3	0	0	35	35	35	0	KYRENE ESD #28 GOV BRD - 4 YR (vote for 3)	 - FAHY, MICHELLE	100647	135141	207	1	winner	0	
127	121	2	22833	0	616	3	0	0	35	35	35	0	KYRENE ESD #28 GOV BRD - 4 YR (vote for 3)	 - KING, JOHN R.	100647	135141	207	1	winner	0	
127	121	3	23694	0	617	3	0	0	35	35	35	0	KYRENE ESD #28 GOV BRD - 4 YR (vote for 3)	 - MYRICK, MICHAEL RYAN	100647	135141	207	1	winner	0	
127	121	4	21756	0	618	3	0	0	35	35	35	0	KYRENE ESD #28 GOV BRD - 4 YR (vote for 3)	 - PICKETT, ESHE N.	100647	135141	207	0	candidate	0	
127	121	5	377	0	187	3	0	3	35	35	35	1	KYRENE ESD #28 GOV BRD - 4 YR (vote for 3)	Write-In Candidate	100647	135141	207	0	candidate	0	
128	122	1	4199	0	742	1	4	4	9	9	9	0	BALSZ ESD #31 QUESTION	 - YES	6585	2168	8	1	winner	0	
128	122	2	2386	0	743	1	4	4	9	9	9	0	BALSZ ESD #31 QUESTION	 - NO	6585	2168	8	0	candidate	0	
129	123	1	14780	0	192	1	4	4	24	24	24	0	MADISON ESD #38 QUESTION	 - BUDGET INCREASE, YES	23168	7092	58	1	winner	0	
129	123	2	8388	0	193	1	4	4	24	24	24	0	MADISON ESD #38 QUESTION	 - BUDGET INCREASE, NO	23168	7092	58	0	candidate	0	
130	124	1	8153	0	619	3	0	0	17	17	17	0	GLENDALE ESD #40 GOV BRD - 4 YR (vote for 3)	 - ALDAMA, JAMIE	38067	34320	258	1	winner	0	
130	124	2	8240	0	620	3	0	0	17	17	17	0	GLENDALE ESD #40 GOV BRD - 4 YR (vote for 3)	 - PIMENTEL, MONICA GALLARDO	38067	34320	258	1	winner	0	
130	124	3	7501	0	621	3	0	0	17	17	17	0	GLENDALE ESD #40 GOV BRD - 4 YR (vote for 3)	 - SAMANIEGO, MARTIN	38067	34320	258	0	candidate	0	
130	124	4	5173	0	622	3	0	0	17	17	17	0	GLENDALE ESD #40 GOV BRD - 4 YR (vote for 3)	 - TERRY, YANINA G.	38067	34320	258	0	candidate	0	
130	124	5	8834	0	623	3	0	0	17	17	17	0	GLENDALE ESD #40 GOV BRD - 4 YR (vote for 3)	 - WILSON, MARY ANN	38067	34320	258	1	winner	0	
130	124	6	166	0	194	3	0	3	17	17	17	1	GLENDALE ESD #40 GOV BRD - 4 YR (vote for 3)	Write-In Candidate	38067	34320	258	0	candidate	0	
131	125	1	32299	0	624	3	0	0	40	40	40	0	GILBERT USD #41 GOV BRD - 4 YR (vote for 3)	 - CARR, REED	135913	131435	387	1	winner	0	
131	125	2	36243	0	625	3	0	0	40	40	40	0	GILBERT USD #41 GOV BRD - 4 YR (vote for 3)	 - ROGERS, SHEILA S.	135913	131435	387	1	winner	0	
131	125	3	29654	0	626	3	0	0	40	40	40	0	GILBERT USD #41 GOV BRD - 4 YR (vote for 3)	 - TRAM, LILY N.	135913	131435	387	0	candidate	0	
131	125	4	37288	0	627	3	0	0	40	40	40	0	GILBERT USD #41 GOV BRD - 4 YR (vote for 3)	 - WOOD, LORI	135913	131435	387	1	winner	0	
131	125	5	429	0	197	3	0	3	40	40	40	1	GILBERT USD #41 GOV BRD - 4 YR (vote for 3)	Write-In Candidate	135913	131435	387	0	candidate	0	
132	126	1	6857	0	744	1	4	4	14	14	14	0	AVONDALE ESD #44 QUESTION	 - YES	11229	3603	11	1	winner	0	
132	126	2	4372	0	745	1	4	4	14	14	14	0	AVONDALE ESD #44 QUESTION	 - NO	11229	3603	11	0	candidate	0	
133	127	1	62759	0	202	1	4	4	62	62	62	0	SCOTTSDALE USD #48 QUESTION 1	 - BOND APPROVAL, YES	107257	19424	558	1	winner	0	
133	127	2	44498	0	203	1	4	4	62	62	62	0	SCOTTSDALE USD #48 QUESTION 1	 - BOND APPROVAL, NO	107257	19424	558	0	candidate	0	
134	128	1	60876	0	204	1	4	4	62	62	62	0	SCOTTSDALE USD #48 QUESTION 2	 - BUDGET INCREASE, YES	107359	19807	73	1	winner	0	
134	128	2	46483	0	205	1	4	4	62	62	62	0	SCOTTSDALE USD #48 QUESTION 2	 - BUDGET INCREASE, NO	107359	19807	73	0	candidate	0	
135	129	1	7051	0	628	3	0	0	7	7	7	0	LAVEEN ESD #59 GOV BRD - 4 YR (vote for 3)	 - ANDERSON, MICHELE S.	22916	22273	105	1	winner	0	
135	129	2	6265	0	629	3	0	0	7	7	7	0	LAVEEN ESD #59 GOV BRD - 4 YR (vote for 3)	 - SANBORN, SUSAN J.	22916	22273	105	1	winner	0	
135	129	3	5701	0	630	3	0	0	7	7	7	0	LAVEEN ESD #59 GOV BRD - 4 YR (vote for 3)	 - SERNA, ISAAC L.	22916	22273	105	1	winner	0	
135	129	4	3725	0	631	3	0	0	7	7	7	0	LAVEEN ESD #59 GOV BRD - 4 YR (vote for 3)	 - SPEER, DAVID DALLAS	22916	22273	105	0	candidate	0	
135	129	5	174	0	206	3	0	3	7	7	7	1	LAVEEN ESD #59 GOV BRD - 4 YR (vote for 3)	Write-In Candidate	22916	22273	105	0	candidate	0	
136	130	1	8726	0	746	1	4	4	7	7	7	0	LAVEEN ESD #59 QUESTION	 - YES	12738	2336	24	1	winner	0	
136	130	2	4012	0	747	1	4	4	7	7	7	0	LAVEEN ESD #59 QUESTION	 - NO	12738	2336	24	0	candidate	0	
137	131	1	13104	0	632	3	0	0	10	10	10	0	HIGLEY USD #60 GOV BRD - 4 YR (vote for 3)	 - FORD, ALLISON	46009	56033	93	1	winner	0	
137	131	2	12020	0	633	3	0	0	10	10	10	0	HIGLEY USD #60 GOV BRD - 4 YR (vote for 3)	 - GLOVER, SCOTT R.	46009	56033	93	1	winner	0	
137	131	3	6880	0	634	3	0	0	10	10	10	0	HIGLEY USD #60 GOV BRD - 4 YR (vote for 3)	 - LITTLE, RUSSELL FERAMORZ	46009	56033	93	0	candidate	0	
137	131	4	13792	0	635	3	0	0	10	10	10	0	HIGLEY USD #60 GOV BRD - 4 YR (vote for 3)	 - REESE, KRISTINA A.	46009	56033	93	1	winner	0	
137	131	5	213	0	211	3	0	3	10	10	10	1	HIGLEY USD #60 GOV BRD - 4 YR (vote for 3)	Write-In Candidate	46009	56033	93	0	candidate	0	
138	132	1	8317	0	636	3	0	0	18	18	18	0	ROOSEVELT ESD #66 GOV BRD - 4 YR (vote for 3)	 - AVILA, ROSA AMELIA	53421	37065	600	1	winner	0	
138	132	2	6912	0	637	3	0	0	18	18	18	0	ROOSEVELT ESD #66 GOV BRD - 4 YR (vote for 3)	 - BOSTON, CHRISTINA	53421	37065	600	0	candidate	0	
138	132	3	11701	0	638	3	0	0	18	18	18	0	ROOSEVELT ESD #66 GOV BRD - 4 YR (vote for 3)	 - MUÑOZ, NORMA	53421	37065	600	1	winner	0	
138	132	4	5845	0	639	3	0	0	18	18	18	0	ROOSEVELT ESD #66 GOV BRD - 4 YR (vote for 3)	 - NICHOLES, ERICKA	53421	37065	600	0	candidate	0	
138	132	5	6834	0	640	3	0	0	18	18	18	0	ROOSEVELT ESD #66 GOV BRD - 4 YR (vote for 3)	 - PIÑA-GRAY, NANCY	53421	37065	600	0	candidate	0	
138	132	6	7955	0	641	3	0	0	18	18	18	0	ROOSEVELT ESD #66 GOV BRD - 4 YR (vote for 3)	 - ROBINSON, LAWRENCE A.	53421	37065	600	1	winner	0	
138	132	7	5695	0	642	3	0	0	18	18	18	0	ROOSEVELT ESD #66 GOV BRD - 4 YR (vote for 3)	 - ZHANG, ANDY	53421	37065	600	0	candidate	0	
138	132	8	162	0	214	3	0	3	18	18	18	1	ROOSEVELT ESD #66 GOV BRD - 4 YR (vote for 3)	Write-In Candidate	53421	37065	600	0	candidate	0	
139	133	1	5263	0	643	3	0	0	11	11	11	0	ALHAMBRA ESD #68 GOV BRD - 4 YR (vote for 3)	 - DE OCAMPO, GARTHANNE	22376	22468	165	1	winner	0	
139	133	2	4591	0	644	3	0	0	11	11	11	0	ALHAMBRA ESD #68 GOV BRD - 4 YR (vote for 3)	 - HAMMOND, JASON D.	22376	22468	165	0	candidate	0	
139	133	3	6084	0	645	3	0	0	11	11	11	0	ALHAMBRA ESD #68 GOV BRD - 4 YR (vote for 3)	 - LOPEZ FALK, ADAM	22376	22468	165	1	winner	0	
139	133	4	6280	0	646	3	0	0	11	11	11	0	ALHAMBRA ESD #68 GOV BRD - 4 YR (vote for 3)	 - OCHOA-MARTINEZ, TANAIRI	22376	22468	165	1	winner	0	
139	133	5	158	0	217	3	0	3	11	11	11	1	ALHAMBRA ESD #68 GOV BRD - 4 YR (vote for 3)	Write-In Candidate	22376	22468	165	0	candidate	0	
140	134	1	8207	0	748	1	4	4	11	11	11	0	ALHAMBRA ESD #68 QUESTION	 - YES	12098	2893	12	1	winner	0	
140	134	2	3891	0	749	1	4	4	11	11	11	0	ALHAMBRA ESD #68 QUESTION	 - NO	12098	2893	12	0	candidate	0	
141	135	1	39138	0	647	3	0	0	61	61	61	0	PARADISE VALLEY USD #69 GOV BRD - 4 YR (vote 3)	 - CASE, NANCY	164451	192555	744	1	winner	0	
141	135	2	35284	0	648	3	0	0	61	61	61	0	PARADISE VALLEY USD #69 GOV BRD - 4 YR (vote 3)	 - GREENBERG, ANNE	164451	192555	744	1	winner	0	
141	135	3	24473	0	649	3	0	0	61	61	61	0	PARADISE VALLEY USD #69 GOV BRD - 4 YR (vote 3)	 - NERI, DONALD J.	164451	192555	744	0	candidate	0	
141	135	4	37071	0	650	3	0	0	61	61	61	0	PARADISE VALLEY USD #69 GOV BRD - 4 YR (vote 3)	 - SKIDMORE, SUE	164451	192555	744	1	winner	0	
141	135	5	27944	0	651	3	0	0	61	61	61	0	PARADISE VALLEY USD #69 GOV BRD - 4 YR (vote 3)	 - WASHINGTON, STEPHANIE	164451	192555	744	0	candidate	0	
141	135	6	541	0	222	3	0	3	61	61	61	1	PARADISE VALLEY USD #69 GOV BRD - 4 YR (vote 3)	Write-In Candidate	164451	192555	744	0	candidate	0	
142	136	1	329	0	652	1	0	0	3	3	3	0	MORRISTOWN ESD #75 GOV BRD - 4 YR	 - CHRISTOFFERSON, PATRICIA	576	183	6	1	winner	0	
142	136	2	240	0	653	1	0	0	3	3	3	0	MORRISTOWN ESD #75 GOV BRD - 4 YR	 - LOWERRE, CINDY	576	183	6	0	candidate	0	
142	136	3	7	0	225	1	0	3	3	3	3	1	MORRISTOWN ESD #75 GOV BRD - 4 YR	Write-In Candidate	576	183	6	0	candidate	0	
143	137	1	8293	0	654	3	0	0	18	18	18	0	LITCHFIELD ESD #79 GOV BRD - 4 YR (vote for 3)	 - CASTRO, TEDDY	55866	60417	363	0	candidate	0	
143	137	2	11111	0	655	3	0	0	18	18	18	0	LITCHFIELD ESD #79 GOV BRD - 4 YR (vote for 3)	 - CLYMER, DANIELLE E.	55866	60417	363	1	winner	0	
143	137	3	11850	0	656	3	0	0	18	18	18	0	LITCHFIELD ESD #79 GOV BRD - 4 YR (vote for 3)	 - GRAY, JEAN	55866	60417	363	1	winner	0	
143	137	4	6506	0	657	3	0	0	18	18	18	0	LITCHFIELD ESD #79 GOV BRD - 4 YR (vote for 3)	 - HUSMOE, SEAN R.	55866	60417	363	0	candidate	0	
143	137	5	7673	0	658	3	0	0	18	18	18	0	LITCHFIELD ESD #79 GOV BRD - 4 YR (vote for 3)	 - KELLEY, KENNETH KEN	55866	60417	363	0	candidate	0	
143	137	6	10205	0	659	3	0	0	18	18	18	0	LITCHFIELD ESD #79 GOV BRD - 4 YR (vote for 3)	 - PFITZER, TAWNYA S.	55866	60417	363	1	winner	0	
143	137	7	228	0	226	3	0	3	18	18	18	1	LITCHFIELD ESD #79 GOV BRD - 4 YR (vote for 3)	Write-In Candidate	55866	60417	363	0	candidate	0	
144	138	1	14364	0	660	3	0	0	33	33	33	0	DYSART USD #89 GOV BRD - 4 YR (vote for 3)	 - CONIAM, T. WILLIAM	103372	106064	414	0	candidate	0	
144	138	2	19305	0	661	3	0	0	33	33	33	0	DYSART USD #89 GOV BRD - 4 YR (vote for 3)	 - LEONARD, JAY D.	103372	106064	414	1	winner	0	
144	138	3	23322	0	662	3	0	0	33	33	33	0	DYSART USD #89 GOV BRD - 4 YR (vote for 3)	 - PRITCHARD, CHRISTINE A.K.	103372	106064	414	1	winner	0	
144	138	4	17123	0	663	3	0	0	33	33	33	0	DYSART USD #89 GOV BRD - 4 YR (vote for 3)	 - SWINNEY, WILLIAM	103372	106064	414	0	candidate	0	
144	138	5	28848	0	664	3	0	0	33	33	33	0	DYSART USD #89 GOV BRD - 4 YR (vote for 3)	 - TANNER, JENNIFER L.	103372	106064	414	1	winner	0	
144	138	6	410	0	229	3	0	3	33	33	33	1	DYSART USD #89 GOV BRD - 4 YR (vote for 3)	Write-In Candidate	103372	106064	414	0	candidate	0	
145	139	1	10326	0	232	1	4	4	14	14	14	0	PENDERGAST ESD #92 QUESTION	 - BOND APPROVAL, YES	18084	2953	14	1	winner	0	
145	139	2	7758	0	233	1	4	4	14	14	14	0	PENDERGAST ESD #92 QUESTION	 - BOND APPROVAL, NO	18084	2953	14	0	candidate	0	
146	140	1	14158	0	665	3	0	0	16	16	16	0	CAVE CREEK USD #93 GOV BRD - 4 YR (vote for 3)	 - BUSBEE, JANET	49728	63102	273	1	winner	0	
146	140	2	11501	0	666	3	0	0	16	16	16	0	CAVE CREEK USD #93 GOV BRD - 4 YR (vote for 3)	 - CLANCY, SUSAN LYNN	49728	63102	273	0	candidate	0	
146	140	3	12279	0	667	3	0	0	16	16	16	0	CAVE CREEK USD #93 GOV BRD - 4 YR (vote for 3)	 - HILL, KATHRYN	49728	63102	273	1	winner	0	
146	140	4	11581	0	668	3	0	0	16	16	16	0	CAVE CREEK USD #93 GOV BRD - 4 YR (vote for 3)	 - RICH, JAMES	49728	63102	273	1	winner	0	
146	140	5	209	0	234	3	0	3	16	16	16	1	CAVE CREEK USD #93 GOV BRD - 4 YR (vote for 3)	Write-In Candidate	49728	63102	273	0	candidate	0	
147	141	1	11	0	669	1	0	0	1	1	1	0	PALOMA ESD #94 GOV BRD - 4 YR	 - ACCOMAZZO, TATE L.	15	0	0	1	winner	0	
147	141	2	4	0	670	1	0	0	1	1	1	0	PALOMA ESD #94 GOV BRD - 4 YR	 - UTZ, JOHN B.	15	0	0	0	candidate	0	
147	141	3	0	0	237	1	0	3	1	1	1	1	PALOMA ESD #94 GOV BRD - 4 YR	Write-In Candidate	0	0	0		candidate	0	
148	142	1	2096	0	671	3	0	0	6	6	6	0	QUEEN CREEK USD #95 GOV BRD - 4 YR (vote for 3)	 - CARON, DEL J.	26747	27031	141	0	candidate	0	
148	142	2	5142	0	672	3	0	0	6	6	6	0	QUEEN CREEK USD #95 GOV BRD - 4 YR (vote for 3)	 - LEONARD, M. SUSAN	26747	27031	141	1	winner	0	
148	142	3	3994	0	673	3	0	0	6	6	6	0	QUEEN CREEK USD #95 GOV BRD - 4 YR (vote for 3)	 - LINDER, MARK J.	26747	27031	141	0	candidate	0	
148	142	4	5408	0	674	3	0	0	6	6	6	0	QUEEN CREEK USD #95 GOV BRD - 4 YR (vote for 3)	 - REVOLT, JENNIFER L.	26747	27031	141	1	winner	0	
148	142	5	4802	0	675	3	0	0	6	6	6	0	QUEEN CREEK USD #95 GOV BRD - 4 YR (vote for 3)	 - ROLAND, LAURIE A.	26747	27031	141	0	candidate	0	
148	142	6	5234	0	676	3	0	0	6	6	6	0	QUEEN CREEK USD #95 GOV BRD - 4 YR (vote for 3)	 - SCHULTZ, WILLIAM (BILL)	26747	27031	141	1	winner	0	
148	142	7	71	0	238	3	0	3	6	6	6	1	QUEEN CREEK USD #95 GOV BRD - 4 YR (vote for 3)	Write-In Candidate	26747	27031	141	0	candidate	0	
149	143	1	6807	0	241	1	4	4	6	6	6	0	QUEEN CREEK USD #95 QUESTION	 - BOND APPROVAL, YES	15595	2358	20	0	candidate	0	
149	143	2	8788	0	242	1	4	4	6	6	6	0	QUEEN CREEK USD #95 QUESTION	 - BOND APPROVAL, NO	15595	2358	20	1	winner	0	
150	144	1	34091	0	677	3	0	0	46	46	46	0	DEER VALLEY USD #97 GOV BRD - 4 YR (vote for 3)	 - FRANK, JENNY	157755	180039	954	1	winner	0	
150	144	2	21892	0	678	3	0	0	46	46	46	0	DEER VALLEY USD #97 GOV BRD - 4 YR (vote for 3)	 - GREGOIRE, GREG	157755	180039	954	0	candidate	0	
150	144	3	24530	0	679	3	0	0	46	46	46	0	DEER VALLEY USD #97 GOV BRD - 4 YR (vote for 3)	 - ORDWAY, ANN ELIZABETH	157755	180039	954	1	winner	0	
150	144	4	23871	0	680	3	0	0	46	46	46	0	DEER VALLEY USD #97 GOV BRD - 4 YR (vote for 3)	 - PAPERMAN, JENNIE	157755	180039	954	0	candidate	0	
150	144	5	21262	0	681	3	0	0	46	46	46	0	DEER VALLEY USD #97 GOV BRD - 4 YR (vote for 3)	 - STAMBACH, BOB	157755	180039	954	0	candidate	0	
150	144	6	31564	0	682	3	0	0	46	46	46	0	DEER VALLEY USD #97 GOV BRD - 4 YR (vote for 3)	 - TWEEDY, DARCY	157755	180039	954	1	winner	0	
150	144	7	545	0	243	3	0	3	46	46	46	1	DEER VALLEY USD #97 GOV BRD - 4 YR (vote for 3)	Write-In Candidate	157755	180039	954	0	candidate	0	
151	145	1	42	0	683	1	0	0	1	1	1	0	CITY OF APACHE JUNCTION - COUNCILMEMBER	 - SCHROEDER, ROBERT	82	26	0	1	winner	0	
151	145	2	40	0	684	1	0	0	1	1	1	0	CITY OF APACHE JUNCTION - COUNCILMEMBER	 - STRUBLE, JEFF	82	26	0	0	candidate	0	
151	145	3	0	0	246	1	0	3	1	1	1	1	CITY OF APACHE JUNCTION - COUNCILMEMBER	Write-In Candidate	0	26	0		candidate	0	
152	146	1	8500	0	685	1	0	0	11	11	11	0	CITY OF AVONDALE - MAYOR	 - KARLIN, STEPHANIE	19355	4854	78	0	candidate	0	
152	146	2	10738	0	686	1	0	0	11	11	11	0	CITY OF AVONDALE - MAYOR	 - WEISE, KENNETH	19355	4854	78	1	winner	0	
152	146	3	117	0	247	1	0	3	11	11	11	1	CITY OF AVONDALE - MAYOR	Write-In Candidate	19355	4854	78	0	candidate	0	
153	147	1	1030	0	687	1	0	0	5	5	5	0	CITY OF BUCKEYE - COUNCILMEMBER - DISTRICT 1	 - BAILLIE, KATHRYN	2129	657	10	0	candidate	0	
153	147	2	1089	0	688	1	0	0	5	5	5	0	CITY OF BUCKEYE - COUNCILMEMBER - DISTRICT 1	 - YOUNGKER, TONY	2129	657	10	1	winner	0	
153	147	3	10	0	248	1	0	3	5	5	5	1	CITY OF BUCKEYE - COUNCILMEMBER - DISTRICT 1	Write-In Candidate	2129	657	10	0	candidate	0	
154	148	1	29841	0	689	1	0	0	43	43	43	0	CITY OF CHANDLER - COUNCILMEMBER	 - EBERLE, MATT	64834	44326	124	0	candidate	0	
154	148	2	34551	0	690	1	0	0	43	43	43	0	CITY OF CHANDLER - COUNCILMEMBER	 - STEWART, MARK	64834	44326	124	1	winner	0	
154	148	3	442	0	249	1	0	3	43	43	43	1	CITY OF CHANDLER - COUNCILMEMBER	Write-In Candidate	64834	44326	124	0	candidate	0	
155	149	1	26959	0	691	2	0	0	36	36	36	0	TOWN OF GILBERT - COUNCILMEMBER (vote for 2)	 - ANDERSON, JOEL	120434	96100	1320	0	candidate	0	
155	149	2	32270	0	692	2	0	0	36	36	36	0	TOWN OF GILBERT - COUNCILMEMBER (vote for 2)	 - ANDERSON, SCOTT	120434	96100	1320	1	winner	0	
155	149	3	31135	0	693	2	0	0	36	36	36	0	TOWN OF GILBERT - COUNCILMEMBER (vote for 2)	 - TAYLOR, JARED	120434	96100	1320	1	winner	0	
155	149	4	29405	0	694	2	0	0	36	36	36	0	TOWN OF GILBERT - COUNCILMEMBER (vote for 2)	 - TORGESON, JIM	120434	96100	1320	0	candidate	0	
155	149	5	665	0	250	2	0	3	36	36	36	1	TOWN OF GILBERT - COUNCILMEMBER (vote for 2)	Write-In Candidate	120434	96100	1320	0	candidate	0	
156	150	1	1056	0	252	1	4	4	1	1	1	0	TOWN OF GUADALUPE - QUESTION	 - YES	1417	179	1	1	winner	0	
156	150	2	361	0	253	1	4	4	1	1	1	0	TOWN OF GUADALUPE - QUESTION	 - NO	1417	179	1	0	candidate	0	
157	151	1	10085	0	695	1	0	0	11	11	11	0	CITY OF MESA - COUNCILMEMBER - DISTRICT 2	 - ALLEN, SHELLY	20683	9058	104	0	candidate	0	
157	151	2	10518	0	696	1	0	0	11	11	11	0	CITY OF MESA - COUNCILMEMBER - DISTRICT 2	 - WHITTAKER, JEREMY	20683	9058	104	1	winner	0	
157	151	3	80	0	254	1	0	3	11	11	11	1	CITY OF MESA - COUNCILMEMBER - DISTRICT 2	Write-In Candidate	20683	9058	104	0	candidate	0	
165	152	1	70679	0	267	1	4	4	75	75	75	0	CITY OF MESA - QUESTION 1	 - YES	152612	26387	160	0	candidate	0	
165	152	2	81933	0	268	1	4	4	75	75	75	0	CITY OF MESA - QUESTION 1	 - NO	152612	26387	160	1	winner	0	
159	153	1	4840	0	256	1	4	4	5	5	5	0	TOWN OF PARADISE VALLEY - PROP 499	 - YES	7399	1253	13	1	winner	0	
159	153	2	2559	0	257	1	4	4	5	5	5	0	TOWN OF PARADISE VALLEY - PROP 499	 - NO	7399	1253	13	0	candidate	0	
166	154	1	30914	0	269	1	4	4	30	30	30	0	CITY OF PEORIA - PROP 400	 - YES	69586	6218	100	0	candidate	0	
166	154	2	38672	0	270	1	4	4	30	30	30	0	CITY OF PEORIA - PROP 400	 - NO	69586	6218	100	1	winner	0	
158	155	1	9061	0	697	1	0	0	42	42	42	0	CITY OF PHOENIX - COUNCILMEMBER - DISTRICT 3	 - CARROLL, DAN	47716	26946	1170	0	candidate	0	
158	155	2	9854	0	698	1	0	0	42	42	42	0	CITY OF PHOENIX - COUNCILMEMBER - DISTRICT 3	 - DeROSE, CHRISTOPHER M.	47716	26946	1170	0	candidate	0	
158	155	3	9067	0	699	1	0	0	42	42	42	0	CITY OF PHOENIX - COUNCILMEMBER - DISTRICT 3	 - MAPSTEAD, JIM	47716	26946	1170	0	candidate	0	
158	155	4	19526	0	700	1	0	0	42	42	42	0	CITY OF PHOENIX - COUNCILMEMBER - DISTRICT 3	 - STARK, DEBRA	47716	26946	1170	1	winner	0	
158	155	5	208	0	255	1	0	3	42	42	42	1	CITY OF PHOENIX - COUNCILMEMBER - DISTRICT 3	Write-In Candidate	47716	26946	1170	0	candidate	0	
160	156	1	4895	0	701	2	0	0	4	4	4	0	TOWN OF QUEEN CREEK - COUNCILMEMBER (vote for 2)	 - BARNES, CRAIG S.	20557	10183	148	0	candidate	0	
160	156	2	5195	0	702	2	0	0	4	4	4	0	TOWN OF QUEEN CREEK - COUNCILMEMBER (vote for 2)	 - BENNING, ROBIN	20557	10183	148	1	winner	0	
160	156	3	5258	0	703	2	0	0	4	4	4	0	TOWN OF QUEEN CREEK - COUNCILMEMBER (vote for 2)	 - HOFFMAN, JAKE	20557	10183	148	1	winner	0	
160	156	4	5147	0	704	2	0	0	4	4	4	0	TOWN OF QUEEN CREEK - COUNCILMEMBER (vote for 2)	 - MCWILLIAMS, MATT	20557	10183	148	0	candidate	0	
160	156	5	62	0	258	2	0	3	4	4	4	1	TOWN OF QUEEN CREEK - COUNCILMEMBER (vote for 2)	Write-In Candidate	20557	10183	148	0	candidate	0	
161	157	1	66582	0	705	1	0	0	53	53	53	0	CITY OF SCOTTSDALE - MAYOR	 - LANE, W.J. ''JIM''	104567	23414	263	1	winner	0	
161	157	2	37716	0	706	1	0	0	53	53	53	0	CITY OF SCOTTSDALE - MAYOR	 - LITTLEFIELD, BOB	104567	23414	263	0	candidate	0	
161	157	3	269	0	260	1	0	3	53	53	53	1	CITY OF SCOTTSDALE - MAYOR	Write-In Candidate	104567	23414	263	0	candidate	0	
162	158	1	53959	0	707	3	0	0	53	53	53	0	CITY OF SCOTTSDALE - COUNCILMEMBER (vote for 3)	 - KLAPP, SUZANNE	205623	178638	471	1	winner	0	
162	158	2	51938	0	708	3	0	0	53	53	53	0	CITY OF SCOTTSDALE - COUNCILMEMBER (vote for 3)	 - KORTE, VIRGINIA	205623	178638	471	1	winner	0	
162	158	3	51617	0	709	3	0	0	53	53	53	0	CITY OF SCOTTSDALE - COUNCILMEMBER (vote for 3)	 - PHILLIPS, GUY	205623	178638	471	1	winner	0	
162	158	4	47480	0	710	3	0	0	53	53	53	0	CITY OF SCOTTSDALE - COUNCILMEMBER (vote for 3)	 - SCHWEIKER, DANIEL	205623	178638	471	0	candidate	0	
162	158	5	629	0	261	3	0	3	53	53	53	1	CITY OF SCOTTSDALE - COUNCILMEMBER (vote for 3)	Write-In Candidate	205623	178638	471	0	candidate	0	
163	159	1	95418	0	264	1	4	4	53	53	53	0	CITY OF SCOTTSDALE - PROP 490	 - YES	105480	22698	66	1	winner	0	
163	159	2	10062	0	265	1	4	4	53	53	53	0	CITY OF SCOTTSDALE - PROP 490	 - NO	105480	22698	66	0	candidate	0	
167	160	1	23411	0	271	1	4	4	20	20	20	0	CITY OF SURPRISE - QUESTION	 - BOND APPROVAL, YES	47269	6500	37	0	candidate	0	
